Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills
25,Other,Tier 3,Information Technology,7.54,187,0,3,1,89
20,Other,Tier 1,Civil,6.72,7,0,4,11,50
20,Male,Tier 1,Civil,7.86,457,3,4,1,67
24,Other,Tier 2,Data Science,8.43,153,0,0,4,50
23,Male,Tier 3,AI/ML,7.6,387,0,10,11,67
23,Male,Tier 3,AI/ML,7.8,369,1,7,3,98
24,Other,Tier 3,Information Technology,7.48,305,2,7,10,52
20,Female,Tier 1,Information Technology,7.85,152,2,6,3,100
22,Other,Tier 3,Data Science,6.66,183,0,4,12,56
22,Female,Tier 3,Mechanical,7.33,269,2,3,3,65
22,Male,Tier 1,Electronics,7.31,381,3,8,8,94
22,Male,Tier 3,Computer Science,6.58,282,1,4,11,80
21,Female,Tier 3,Information Technology,6.74,107,2,1,10,42
18,Male,Tier 3,Mechanical,6.48,102,3,1,3,74
19,Female,Tier 2,Electronics,7.09,569,1,0,9,44
23,Other,Tier 2,Data Science,5.53,278,1,2,4,90
19,Other,Tier 2,Electronics,8.03,282,4,9,5,49
22,Other,Tier 2,Information Technology,7.05,343,2,1,1,83
19,Other,Tier 3,Data Science,6.9,329,1,0,12,89
25,Other,Tier 2,Computer Science,7.86,214,1,0,4,62
25,Female,Tier 3,AI/ML,6.99,482,4,5,12,74
19,Male,Tier 2,Mechanical,6.69,404,1,9,10,79
20,Female,Tier 3,Information Technology,7.8,384,2,10,3,74
25,Female,Tier 2,Computer Science,7.37,190,1,1,6,86
25,Female,Tier 2,Computer Science,8.94,69,1,1,11,42
22,Other,Tier 1,AI/ML,6.3,63,1,5,11,62
20,Other,Tier 1,Mechanical,7.5,31,4,9,6,93
23,Female,Tier 2,AI/ML,8.06,365,0,5,6,40
22,Other,Tier 3,Civil,8.65,0,4,2,1,80
21,Female,Tier 3,AI/ML,7.7,282,1,1,4,81
24,Female,Tier 2,Mechanical,6.81,293,2,9,7,99
24,Male,Tier 2,Electronics,7.41,337,0,0,3,52
19,Female,Tier 1,Data Science,9.52,379,1,1,5,96
21,Other,Tier 1,Electronics,7.56,418,2,8,2,74
19,Male,Tier 2,Information Technology,8.12,122,0,5,8,49
25,Other,Tier 3,Electronics,6.3,181,0,0,2,66
18,Male,Tier 2,AI/ML,5.75,338,2,8,2,65
25,Female,Tier 2,Information Technology,6.95,125,1,1,1,43
25,Other,Tier 1,Electronics,6.57,513,3,4,3,85
23,Female,Tier 1,Mechanical,5.84,324,1,7,6,94
21,Other,Tier 3,Civil,7.39,265,3,4,4,54
25,Male,Tier 1,Mechanical,7.31,474,1,2,5,87
25,Female,Tier 3,Computer Science,7.93,477,3,9,6,95
25,Other,Tier 2,Mechanical,7.45,232,3,4,3,95
20,Female,Tier 3,Civil,5.8,320,0,0,12,43
24,Female,Tier 1,Mechanical,6.44,366,0,2,5,49
20,Other,Tier 1,AI/ML,6.99,157,2,6,2,62
23,Male,Tier 3,Electronics,6.12,116,1,7,11,41
21,Other,Tier 2,Electronics,8.57,98,0,10,11,84
20,Male,Tier 3,Mechanical,5.76,155,2,2,11,67
25,Other,Tier 2,Electronics,6.9,334,2,0,5,99
23,Female,Tier 3,Civil,8.73,399,0,5,3,66
21,Other,Tier 3,Electronics,6.86,303,0,6,7,85
25,Female,Tier 3,Information Technology,8.51,0,0,7,3,57
21,Male,Tier 2,AI/ML,6.78,217,1,8,3,91
19,Female,Tier 3,Information Technology,5.18,438,3,7,8,95
20,Male,Tier 2,Computer Science,7.02,305,1,6,2,45
18,Female,Tier 2,Information Technology,6.36,75,0,4,8,97
19,Female,Tier 2,Civil,5.83,408,0,0,4,52
24,Female,Tier 3,Data Science,6.8,542,1,4,12,41
22,Female,Tier 3,Civil,6.63,316,1,6,12,48
22,Other,Tier 3,Civil,8.34,162,0,8,7,42
18,Male,Tier 3,Civil,7.14,506,2,7,2,76
22,Male,Tier 3,Data Science,6.46,317,3,6,5,61
19,Other,Tier 2,Electronics,7.44,509,3,7,4,47
19,Male,Tier 3,Computer Science,6.58,392,2,0,5,42
22,Other,Tier 2,Data Science,7.36,261,0,6,10,42
21,Female,Tier 3,AI/ML,7.52,257,1,2,1,82
22,Male,Tier 3,Civil,8.76,623,2,6,5,48
20,Male,Tier 3,Civil,6.99,0,4,2,8,60
18,Female,Tier 2,Electronics,7.46,151,3,4,12,63
19,Female,Tier 3,Information Technology,8.11,169,4,0,2,57
24,Other,Tier 3,Civil,9.05,69,4,5,12,80
24,Other,Tier 2,Civil,8.2,0,1,0,1,64
21,Male,Tier 1,Civil,6.75,152,0,1,10,79
20,Other,Tier 1,Civil,5.78,229,2,0,5,63
19,Other,Tier 3,Mechanical,7.58,544,2,7,12,58
19,Male,Tier 2,Civil,8.81,501,1,0,9,78
24,Female,Tier 3,AI/ML,6.74,365,0,6,6,77
20,Female,Tier 3,AI/ML,9.09,172,1,6,4,60
24,Other,Tier 3,Mechanical,8.45,81,2,0,1,97
24,Female,Tier 3,Computer Science,8.07,373,1,8,8,61
22,Female,Tier 3,Civil,8.09,170,1,4,12,45
20,Male,Tier 3,Civil,7.33,484,0,4,3,89
20,Other,Tier 2,Mechanical,6.73,0,1,10,2,55
18,Male,Tier 3,Computer Science,7.27,409,0,0,1,80
19,Male,Tier 1,Data Science,6.82,323,3,5,8,41
18,Other,Tier 3,Information Technology,7.17,152,1,5,5,71
21,Male,Tier 1,Mechanical,5.65,0,0,10,12,92
23,Female,Tier 2,AI/ML,7.64,315,4,1,7,48
22,Male,Tier 1,Information Technology,6.8,192,4,3,7,89
21,Other,Tier 3,Civil,8.02,0,2,3,5,78
19,Female,Tier 1,Mechanical,7.72,246,0,7,9,81
25,Female,Tier 2,Civil,8.25,141,0,8,7,76
24,Male,Tier 2,AI/ML,6.17,128,0,6,10,97
20,Female,Tier 3,Information Technology,7.71,295,1,3,3,81
18,Male,Tier 2,Mechanical,8.8,268,3,10,9,95
24,Male,Tier 3,AI/ML,6.39,432,1,9,4,69
18,Male,Tier 3,Electronics,7.49,210,1,9,5,59
20,Other,Tier 2,Computer Science,8.16,456,1,8,3,93
20,Female,Tier 2,Electronics,8.27,215,0,4,8,80
21,Male,Tier 1,Civil,6.49,320,0,6,9,42
19,Female,Tier 2,Electronics,7.33,139,1,1,3,83
24,Other,Tier 1,Civil,7.66,186,0,7,2,69
22,Male,Tier 3,Information Technology,7.41,331,1,6,1,56
19,Female,Tier 3,Computer Science,5.19,112,1,2,2,77
25,Female,Tier 3,Civil,9.03,294,2,2,6,80
18,Male,Tier 2,Mechanical,7.68,299,1,4,12,96
24,Female,Tier 2,Mechanical,8.27,168,1,4,10,84
19,Other,Tier 2,AI/ML,6.22,252,1,7,4,67
20,Male,Tier 3,Electronics,7.17,243,2,8,11,78
19,Male,Tier 2,Electronics,7.48,122,0,0,3,68
18,Other,Tier 2,Information Technology,4.5,48,2,4,11,67
23,Other,Tier 2,Computer Science,6.85,156,2,9,6,61
19,Male,Tier 2,AI/ML,7.28,108,0,0,12,68
24,Other,Tier 1,Civil,7.87,394,2,2,1,47
23,Male,Tier 1,Information Technology,5.32,257,2,5,6,78
20,Male,Tier 2,Information Technology,6.5,210,2,5,2,49
21,Female,Tier 1,Information Technology,8.69,393,0,4,12,43
24,Male,Tier 2,Data Science,7.3,150,0,5,6,63
24,Other,Tier 3,Mechanical,7.39,303,1,3,3,90
21,Female,Tier 3,Mechanical,8.33,338,3,0,1,48
23,Other,Tier 3,Mechanical,7.19,0,3,0,12,80
20,Male,Tier 2,Civil,7.09,115,1,10,12,59
24,Female,Tier 2,Mechanical,7.53,182,2,1,6,88
25,Female,Tier 3,Information Technology,6.79,180,2,4,12,53
19,Male,Tier 2,AI/ML,5.87,172,4,9,11,96
21,Male,Tier 3,Civil,6.56,190,3,2,11,93
19,Female,Tier 2,Electronics,6.75,246,2,5,11,82
19,Female,Tier 3,Information Technology,7.11,401,1,6,11,83
24,Male,Tier 2,Information Technology,7.02,101,1,2,4,70
20,Female,Tier 1,Mechanical,8.11,366,0,1,6,79
21,Other,Tier 2,Electronics,5.55,149,1,8,9,52
21,Male,Tier 2,Electronics,6.84,332,1,8,8,44
18,Female,Tier 1,Computer Science,5.84,432,0,10,6,57
20,Other,Tier 1,Mechanical,7.93,182,0,6,5,92
18,Male,Tier 3,Electronics,8.64,183,2,4,2,74
19,Male,Tier 2,Information Technology,5.42,233,1,7,6,65
24,Other,Tier 2,Computer Science,7.74,136,0,8,12,68
22,Female,Tier 3,Information Technology,6.71,265,3,10,10,79
19,Female,Tier 3,Information Technology,7.06,302,3,6,9,42
22,Female,Tier 2,Computer Science,7.7,5,2,1,11,77
22,Other,Tier 2,Civil,6.85,228,4,6,4,91
23,Female,Tier 2,Civil,5.85,152,3,4,6,58
24,Female,Tier 1,Data Science,6.51,323,0,7,5,44
20,Male,Tier 3,Mechanical,7.27,87,1,5,5,49
19,Other,Tier 3,Electronics,7.29,226,2,7,7,99
20,Male,Tier 3,Computer Science,9.21,289,0,10,9,71
23,Other,Tier 3,Computer Science,8.11,200,1,9,5,90
20,Other,Tier 3,Civil,8.24,145,3,8,3,79
22,Male,Tier 3,Electronics,6.49,379,2,0,3,90
20,Female,Tier 3,Mechanical,7.09,265,3,6,10,64
24,Other,Tier 2,Data Science,6.85,259,0,3,1,82
20,Male,Tier 3,AI/ML,6.62,321,0,1,8,51
22,Other,Tier 1,Information Technology,6.3,71,0,6,3,96
19,Other,Tier 1,Mechanical,5.4,59,0,0,10,84
22,Male,Tier 1,Mechanical,6.3,225,2,3,8,59
21,Female,Tier 2,Computer Science,6.11,326,0,4,10,77
24,Female,Tier 3,Electronics,7.56,338,4,6,2,72
18,Female,Tier 3,Data Science,7.83,297,2,9,3,86
19,Female,Tier 3,AI/ML,6.05,289,3,4,12,56
25,Other,Tier 3,Mechanical,7.24,315,1,4,4,84
22,Female,Tier 2,Computer Science,7.38,315,3,3,5,51
24,Male,Tier 1,AI/ML,7.4,139,1,10,8,100
22,Female,Tier 3,AI/ML,7.26,246,1,5,3,84
25,Male,Tier 3,Electronics,7.3,240,1,4,10,88
24,Male,Tier 3,Data Science,8.21,217,1,3,9,50
23,Other,Tier 2,Mechanical,6.96,254,4,0,8,76
22,Other,Tier 1,Computer Science,7.56,248,2,8,10,91
25,Male,Tier 1,Mechanical,6.62,127,1,10,12,61
25,Female,Tier 3,Information Technology,6.31,125,2,1,5,80
20,Female,Tier 2,Electronics,6.5,234,1,9,3,84
21,Male,Tier 2,Mechanical,7.11,0,1,6,2,98
24,Male,Tier 3,Data Science,9.71,55,4,1,12,71
18,Female,Tier 3,Data Science,6.21,207,2,0,8,40
20,Other,Tier 3,Electronics,5.56,28,3,7,7,73
18,Other,Tier 3,AI/ML,7.01,182,2,8,7,45
25,Other,Tier 2,AI/ML,6.84,188,1,3,1,52
18,Other,Tier 1,Mechanical,7.8,371,4,8,11,40
18,Female,Tier 3,Civil,8.03,211,2,8,2,76
21,Male,Tier 2,Electronics,5.58,304,0,9,12,47
23,Female,Tier 3,Information Technology,9.61,211,1,8,3,98
22,Male,Tier 1,Civil,8.62,368,0,2,12,68
22,Male,Tier 1,Mechanical,6.47,320,3,1,7,97
23,Male,Tier 2,Information Technology,8.79,0,3,2,3,44
20,Female,Tier 3,Data Science,6.93,195,3,1,1,57
22,Other,Tier 2,Data Science,8.01,87,2,4,5,48
23,Other,Tier 1,Electronics,7.68,83,2,1,8,87
24,Female,Tier 3,Data Science,7.05,253,2,6,7,55
21,Other,Tier 2,AI/ML,6.69,371,0,7,11,55
21,Female,Tier 1,Data Science,7.53,386,2,8,3,45
22,Female,Tier 2,Information Technology,6.84,305,2,5,9,42
20,Other,Tier 3,Civil,6.51,405,1,4,3,66
21,Male,Tier 3,Electronics,7.9,234,3,7,6,43
21,Other,Tier 3,AI/ML,7.02,241,2,6,9,89
18,Other,Tier 3,Data Science,7.65,286,2,1,11,48
19,Female,Tier 3,Data Science,9.2,56,4,5,1,99
22,Other,Tier 2,Electronics,5.46,427,2,5,11,84
18,Female,Tier 3,Data Science,5.68,144,2,6,5,40
25,Male,Tier 1,Mechanical,8.69,250,3,6,12,52
18,Other,Tier 3,Mechanical,6.54,390,1,6,8,75
20,Female,Tier 3,Electronics,6.87,246,3,4,9,65
23,Male,Tier 2,Information Technology,6.62,453,1,7,10,82
23,Male,Tier 3,Information Technology,7.4,263,4,3,4,84
19,Male,Tier 2,AI/ML,7.36,760,1,5,2,91
22,Female,Tier 1,AI/ML,7.38,85,0,3,7,72
20,Male,Tier 1,Electronics,5.24,494,2,1,11,49
21,Other,Tier 2,Civil,8.66,177,0,5,10,43
18,Female,Tier 1,Computer Science,7.65,186,3,9,8,47
25,Female,Tier 2,Electronics,6.72,145,2,1,7,55
24,Female,Tier 1,Information Technology,7.45,354,0,8,8,42
22,Male,Tier 2,Mechanical,4.5,233,2,9,11,95
19,Other,Tier 2,Computer Science,4.96,0,1,2,1,87
23,Male,Tier 1,Mechanical,5.79,301,2,6,4,41
23,Other,Tier 2,Electronics,9.97,487,0,5,7,88
25,Other,Tier 3,AI/ML,7.84,42,0,6,1,43
19,Female,Tier 3,Civil,7.6,169,0,7,6,50
18,Male,Tier 2,Civil,6.98,48,1,3,4,94
20,Other,Tier 3,Electronics,6.7,221,3,9,5,98
22,Male,Tier 3,Information Technology,7.68,172,3,10,11,57
19,Other,Tier 1,Electronics,8.72,185,0,5,7,82
23,Male,Tier 3,Mechanical,7.48,449,1,6,6,74
24,Female,Tier 2,Civil,6.76,230,4,4,5,51
23,Male,Tier 1,Computer Science,7.87,232,1,8,8,44
20,Male,Tier 3,AI/ML,6.85,115,1,0,4,40
20,Other,Tier 3,Computer Science,6.43,235,2,6,11,73
20,Female,Tier 2,Electronics,6.54,227,0,3,9,95
21,Other,Tier 2,Data Science,7.2,334,3,0,4,58
21,Female,Tier 2,Mechanical,8.77,284,1,1,6,41
20,Female,Tier 2,Information Technology,6.23,426,2,4,6,75
20,Female,Tier 2,Civil,5.64,109,1,8,9,100
21,Other,Tier 2,Information Technology,7.57,387,3,3,8,67
24,Female,Tier 3,Civil,7.32,94,3,2,4,94
23,Female,Tier 3,Electronics,7.34,0,2,1,5,79
24,Other,Tier 3,Computer Science,8.16,225,1,4,11,79
20,Other,Tier 1,Data Science,7.4,310,3,0,3,78
18,Other,Tier 3,Electronics,5.0,388,3,1,12,64
18,Male,Tier 1,Information Technology,7.6,124,2,1,2,83
19,Other,Tier 3,Mechanical,6.49,190,1,6,11,50
23,Other,Tier 1,Information Technology,6.25,269,2,0,2,53
23,Other,Tier 2,Information Technology,5.29,0,1,10,3,66
18,Male,Tier 3,Electronics,8.18,163,1,4,4,71
25,Male,Tier 2,Data Science,8.31,350,1,4,6,95
23,Male,Tier 1,Computer Science,7.39,113,0,0,3,48
22,Female,Tier 1,AI/ML,5.22,142,0,7,8,40
25,Other,Tier 2,Data Science,6.57,224,0,9,9,100
24,Female,Tier 1,Civil,6.61,284,0,7,4,89
23,Female,Tier 1,Data Science,4.5,0,0,3,6,79
20,Female,Tier 3,Mechanical,7.57,339,3,8,12,98
23,Male,Tier 2,Data Science,5.89,695,0,1,7,55
25,Female,Tier 2,Mechanical,8.45,178,2,6,11,40
20,Other,Tier 3,Data Science,6.34,244,3,6,2,55
18,Other,Tier 3,Mechanical,7.91,181,0,3,6,63
22,Female,Tier 3,Civil,8.8,175,2,1,3,67
23,Female,Tier 3,AI/ML,6.46,366,2,7,2,74
23,Other,Tier 3,Computer Science,6.69,139,4,4,2,97
22,Male,Tier 3,AI/ML,7.65,245,0,2,3,46
23,Other,Tier 1,Electronics,6.55,334,1,8,2,98
23,Other,Tier 3,Information Technology,6.87,0,0,7,9,100
25,Other,Tier 2,Data Science,9.01,337,1,5,6,75
19,Male,Tier 3,Information Technology,6.96,156,2,1,2,99
24,Female,Tier 3,Computer Science,8.03,190,0,10,11,67
21,Other,Tier 3,Data Science,8.47,9,2,6,7,77
18,Female,Tier 3,AI/ML,7.4,377,0,8,11,47
18,Female,Tier 2,Electronics,7.3,449,3,10,7,43
25,Male,Tier 3,AI/ML,8.09,64,2,4,11,98
21,Male,Tier 3,Mechanical,7.41,144,0,9,2,46
20,Male,Tier 2,Information Technology,6.81,308,0,8,1,66
21,Male,Tier 3,Mechanical,9.25,206,4,9,3,98
21,Other,Tier 3,Mechanical,9.43,193,3,3,1,66
19,Male,Tier 3,Civil,5.99,30,2,3,12,69
23,Other,Tier 3,AI/ML,8.26,53,3,6,12,53
23,Other,Tier 2,AI/ML,7.4,331,0,5,2,89
21,Male,Tier 2,Data Science,5.58,420,1,8,8,69
21,Male,Tier 3,AI/ML,8.49,177,0,6,12,70
20,Male,Tier 3,Mechanical,6.12,401,1,5,5,46
25,Other,Tier 3,Mechanical,6.44,485,0,7,3,79
20,Female,Tier 1,Information Technology,7.27,259,2,5,12,83
25,Male,Tier 2,Data Science,6.72,192,1,5,9,56
20,Other,Tier 3,Information Technology,6.87,215,2,5,3,72
19,Male,Tier 3,Electronics,8.09,351,3,2,4,100
18,Female,Tier 2,Data Science,7.26,349,2,0,4,87
20,Female,Tier 2,Information Technology,7.49,212,2,7,10,40
25,Male,Tier 2,Civil,7.74,329,2,9,9,59
22,Male,Tier 1,Data Science,7.53,348,3,8,1,92
23,Male,Tier 2,Information Technology,7.34,305,2,7,11,52
20,Other,Tier 3,Data Science,6.29,327,0,7,3,54
19,Other,Tier 3,Civil,7.72,11,3,5,6,48
25,Other,Tier 1,AI/ML,6.75,45,2,4,2,64
19,Male,Tier 3,AI/ML,9.42,434,2,2,12,80
19,Female,Tier 3,Civil,5.71,607,1,3,9,62
25,Female,Tier 2,Mechanical,6.03,407,2,4,2,45
21,Other,Tier 1,Data Science,7.44,181,0,7,12,57
23,Male,Tier 2,Civil,7.16,0,1,2,9,77
18,Female,Tier 3,Computer Science,7.45,420,1,8,4,57
23,Other,Tier 3,Mechanical,7.31,188,2,3,11,51
18,Male,Tier 3,Electronics,5.76,112,3,6,6,85
22,Female,Tier 3,Information Technology,7.44,168,1,6,9,91
22,Other,Tier 2,Computer Science,7.3,256,0,5,10,48
21,Other,Tier 2,Electronics,7.13,191,2,2,8,99
24,Male,Tier 3,Mechanical,7.38,62,1,1,5,89
22,Male,Tier 2,Information Technology,7.36,1,1,9,7,44
22,Female,Tier 2,Electronics,5.95,333,3,0,5,97
23,Male,Tier 3,Information Technology,9.29,219,1,10,2,96
21,Male,Tier 1,Electronics,6.63,209,1,1,7,48
21,Other,Tier 2,Data Science,8.73,32,0,4,12,85
24,Female,Tier 2,AI/ML,7.63,269,3,0,3,77
21,Female,Tier 1,Information Technology,4.6,272,0,3,10,96
19,Male,Tier 1,Data Science,7.55,322,2,8,6,59
19,Female,Tier 3,AI/ML,6.27,115,1,7,2,97
22,Female,Tier 3,Data Science,8.16,21,1,2,12,85
24,Male,Tier 2,Mechanical,6.94,369,3,10,6,81
24,Other,Tier 3,Computer Science,7.1,258,3,3,7,49
23,Female,Tier 3,Computer Science,6.63,0,0,10,7,77
24,Female,Tier 1,Data Science,8.59,442,2,8,10,73
25,Male,Tier 1,Computer Science,6.43,382,0,4,5,94
19,Female,Tier 3,Computer Science,9.59,328,4,3,5,72
19,Other,Tier 3,Computer Science,8.55,481,3,8,12,93
18,Male,Tier 1,AI/ML,8.54,549,0,9,4,83
23,Male,Tier 2,Computer Science,6.03,284,3,0,9,48
22,Female,Tier 3,Mechanical,8.57,344,2,4,9,45
19,Female,Tier 1,Mechanical,7.55,453,0,5,2,45
23,Other,Tier 3,Electronics,7.63,218,1,8,4,54
23,Other,Tier 3,Electronics,7.71,141,0,9,11,98
19,Other,Tier 2,AI/ML,8.79,242,2,0,7,70
23,Male,Tier 1,Computer Science,6.79,407,2,1,5,83
18,Other,Tier 2,Electronics,7.29,299,1,3,4,73
22,Female,Tier 3,Civil,6.41,296,1,4,11,95
22,Other,Tier 1,AI/ML,4.95,300,1,5,7,50
18,Other,Tier 1,Civil,7.95,191,0,4,11,100
19,Male,Tier 2,Computer Science,6.59,306,1,7,11,86
18,Female,Tier 3,Mechanical,7.59,267,3,9,10,100
20,Male,Tier 2,Civil,6.73,375,2,6,3,81
25,Female,Tier 3,Information Technology,7.65,279,1,4,4,97
19,Other,Tier 1,Computer Science,7.18,372,0,6,9,41
19,Other,Tier 1,Civil,6.82,221,2,10,1,96
24,Other,Tier 2,Electronics,8.53,41,2,6,3,48
23,Female,Tier 3,Data Science,7.43,41,1,9,11,76
20,Other,Tier 1,Civil,7.22,197,3,4,12,78
22,Other,Tier 1,Computer Science,6.8,231,2,5,2,91
23,Female,Tier 1,Mechanical,7.51,255,1,0,2,90
23,Male,Tier 3,AI/ML,8.6,205,1,8,3,98
18,Female,Tier 2,AI/ML,7.89,158,0,5,3,93
24,Other,Tier 2,Computer Science,7.33,266,2,2,1,45
24,Male,Tier 3,Electronics,7.28,415,3,8,12,89
22,Male,Tier 1,Electronics,7.39,125,1,0,6,44
23,Other,Tier 2,Electronics,8.93,49,2,4,3,44
22,Female,Tier 1,Computer Science,6.8,184,3,3,1,98
23,Male,Tier 3,Information Technology,6.3,376,4,2,11,89
23,Male,Tier 2,Civil,7.97,288,3,5,8,94
24,Female,Tier 3,Mechanical,9.81,578,0,0,6,79
19,Other,Tier 2,Civil,8.54,237,0,6,5,67
25,Male,Tier 2,Computer Science,8.19,608,1,4,2,86
22,Other,Tier 2,Mechanical,7.65,190,2,4,11,47
19,Male,Tier 1,Computer Science,6.22,446,0,8,11,45
19,Female,Tier 3,Information Technology,7.51,395,0,10,8,91
20,Male,Tier 1,AI/ML,7.97,236,0,5,6,87
19,Other,Tier 2,AI/ML,7.59,613,3,1,4,74
23,Other,Tier 2,Information Technology,6.25,106,3,3,11,78
22,Other,Tier 3,Computer Science,5.58,103,3,5,3,56
21,Male,Tier 2,Mechanical,6.12,201,0,9,4,85
18,Female,Tier 3,AI/ML,6.2,32,2,10,4,76
23,Male,Tier 3,Computer Science,6.37,231,1,4,9,73
25,Male,Tier 3,Electronics,5.82,257,2,7,9,51
19,Female,Tier 1,Mechanical,6.83,250,1,8,11,50
18,Other,Tier 3,Data Science,7.12,0,2,8,12,89
25,Female,Tier 3,Mechanical,8.19,221,1,8,2,69
20,Other,Tier 1,Computer Science,9.85,413,0,0,12,49
21,Male,Tier 2,Computer Science,7.82,367,0,9,8,91
25,Male,Tier 2,AI/ML,7.9,318,1,8,4,78
21,Male,Tier 2,Electronics,6.18,38,1,3,1,64
22,Female,Tier 2,Data Science,6.15,262,0,9,10,80
23,Female,Tier 2,Civil,7.95,0,3,5,1,54
25,Male,Tier 2,Mechanical,7.77,299,1,0,7,85
22,Female,Tier 2,Civil,7.27,194,4,4,8,89
18,Male,Tier 3,Information Technology,7.48,217,1,5,8,50
23,Other,Tier 1,Computer Science,6.8,160,1,6,11,100
21,Male,Tier 3,Electronics,7.75,353,0,0,5,42
21,Female,Tier 3,AI/ML,7.87,404,0,5,9,85
24,Female,Tier 3,Mechanical,6.62,348,1,6,4,93
24,Male,Tier 3,Computer Science,8.2,388,1,2,11,77
24,Male,Tier 3,Civil,8.39,60,3,4,3,41
18,Male,Tier 3,Computer Science,8.13,347,2,4,4,99
20,Other,Tier 3,Mechanical,5.71,262,0,9,5,84
18,Other,Tier 2,Mechanical,6.13,399,3,2,9,76
22,Other,Tier 2,Civil,6.96,157,1,6,3,97
18,Male,Tier 3,Computer Science,6.8,83,3,0,11,81
20,Other,Tier 2,Information Technology,6.36,361,0,2,11,50
22,Male,Tier 1,AI/ML,7.49,544,0,10,12,45
25,Other,Tier 3,Information Technology,7.59,244,2,10,12,42
21,Male,Tier 2,Civil,7.75,482,1,10,7,100
24,Female,Tier 3,AI/ML,5.17,190,2,8,2,96
22,Male,Tier 1,Computer Science,7.69,89,2,0,10,57
25,Male,Tier 1,Mechanical,7.5,471,3,4,8,97
20,Other,Tier 1,Electronics,7.46,426,0,8,11,43
23,Female,Tier 2,Civil,8.35,222,1,9,7,97
19,Male,Tier 3,Data Science,6.77,311,2,6,1,83
23,Male,Tier 2,Mechanical,6.76,397,1,7,10,40
18,Other,Tier 1,Civil,5.99,346,3,5,8,55
20,Other,Tier 2,Data Science,5.45,89,1,2,2,78
18,Other,Tier 2,Computer Science,7.08,0,0,7,6,66
23,Male,Tier 2,Data Science,7.56,32,1,8,10,44
22,Male,Tier 3,Electronics,5.24,134,2,4,10,56
22,Male,Tier 3,Mechanical,8.36,256,3,3,3,62
22,Other,Tier 2,Computer Science,6.03,167,1,9,5,65
22,Male,Tier 2,AI/ML,9.76,191,0,2,12,74
19,Female,Tier 2,AI/ML,6.51,182,1,4,10,88
25,Male,Tier 2,Electronics,6.2,134,3,0,1,58
22,Female,Tier 1,Civil,7.54,248,0,7,1,55
18,Other,Tier 3,Mechanical,7.15,154,3,2,2,95
24,Other,Tier 2,Data Science,6.98,139,0,3,5,96
20,Other,Tier 1,Mechanical,7.56,151,0,3,9,60
22,Other,Tier 2,Mechanical,7.86,0,0,0,1,61
23,Other,Tier 3,Civil,8.19,193,1,6,3,100
19,Female,Tier 2,Electronics,7.15,0,0,5,5,95
19,Female,Tier 2,Computer Science,8.02,268,1,10,4,56
19,Male,Tier 3,Computer Science,7.29,277,2,1,9,96
18,Female,Tier 1,AI/ML,7.56,258,3,8,6,89
20,Female,Tier 1,Data Science,7.08,217,3,10,10,92
18,Other,Tier 1,Computer Science,6.32,240,2,7,6,89
20,Female,Tier 1,Civil,6.57,293,1,4,7,57
20,Male,Tier 3,Information Technology,6.79,309,3,3,2,93
23,Female,Tier 2,Civil,8.37,486,0,5,1,50
18,Other,Tier 1,Civil,7.81,300,1,10,8,92
24,Male,Tier 3,AI/ML,6.39,159,2,7,3,54
20,Other,Tier 1,AI/ML,7.74,310,2,2,9,83
22,Other,Tier 3,Computer Science,7.28,210,2,3,9,72
25,Female,Tier 3,Electronics,7.15,16,0,6,4,96
21,Male,Tier 2,Mechanical,5.61,178,1,4,5,70
21,Male,Tier 2,Mechanical,7.01,415,2,10,6,91
18,Other,Tier 2,Computer Science,8.32,159,4,6,2,93
21,Male,Tier 3,Computer Science,8.37,150,3,7,7,40
18,Female,Tier 2,Information Technology,6.64,102,1,4,11,52
23,Male,Tier 2,Civil,6.0,227,3,1,1,86
23,Female,Tier 3,Data Science,8.05,68,2,3,6,85
21,Male,Tier 1,Electronics,7.33,9,2,2,1,71
23,Other,Tier 3,Civil,8.41,77,0,8,9,73
25,Female,Tier 3,Electronics,7.02,290,0,7,11,78
18,Male,Tier 2,Information Technology,6.18,283,1,4,9,40
23,Female,Tier 1,Civil,7.43,419,2,2,3,71
18,Other,Tier 3,Electronics,7.72,147,1,1,5,70
19,Male,Tier 2,Mechanical,7.07,164,0,1,8,43
25,Female,Tier 1,Electronics,7.46,612,2,4,2,98
19,Female,Tier 2,Computer Science,7.8,98,3,6,2,48
23,Male,Tier 2,Civil,9.15,183,1,9,2,56
20,Female,Tier 2,Electronics,8.31,199,0,5,1,78
22,Female,Tier 2,AI/ML,8.43,258,1,4,12,98
20,Female,Tier 1,Computer Science,6.27,228,3,9,9,63
25,Male,Tier 3,Data Science,8.16,134,0,5,11,74
21,Female,Tier 3,Information Technology,6.45,367,1,1,2,92
22,Male,Tier 2,Civil,5.04,418,1,3,12,100
18,Male,Tier 3,Civil,5.83,10,0,9,11,80
21,Female,Tier 3,Information Technology,7.93,344,4,10,7,54
25,Female,Tier 1,Mechanical,7.44,358,2,10,4,47
25,Female,Tier 3,Mechanical,6.64,155,0,7,9,85
22,Other,Tier 3,Information Technology,7.44,291,1,10,1,78
18,Male,Tier 2,AI/ML,7.13,0,1,6,6,61
19,Other,Tier 3,Data Science,7.69,342,2,9,7,64
